pid	sen_a	sen_b	label
7788	This patient is on a ketogenic diet.  What do we do for an intravenous infusion when she goes in for surgery?	What do we do for an intravenous infusion when she goes in for surgery?	true
7789	This patient is on a ketogenic diet.  What do we do for an intravenous infusion when she goes in for surgery?	What is the cause and treatment of this old man's stomatitis?	false
7790	What is the prognosis for this premature baby with cardiac disease?	What is the prognosis for this premature baby with cardiac disease?	true
7791	What is the prognosis for this premature baby with cardiac disease?	How should I treat polymenorrhea in a 14-year-old girl?	false
7792	What dosage does this child need for gentamicin and Flagyl?	What dosage does this child need for gentamicin and Flagyl?	true
7793	What dosage does this child need for gentamicin and Flagyl?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	false
7794	What dosage of eutectic mixture of local anesthetics (EMLA) cream does this patient need?	What dosage of eutectic mixture of local anesthetics (EMLA) cream does this patient need?	true
7795	What dosage of eutectic mixture of local anesthetics (EMLA) cream does this patient need?	How should I treat polymenorrhea in a 14-year-old girl?	false
7796	Should we close this dog bite wound?	Should we close this dog bite wound?	true
7797	Should we close this dog bite wound?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
7798	Do you need antibiotics after a dog bite? Which antibiotics would you use?	Do you need antibiotics after a dog bite?	true
7799	Do you need antibiotics after a dog bite? Which antibiotics would you use?	What size pills does digoxin come in?	false
7800	What tests do we need to do to confirm that this is achalasia?	What tests do we need to do to confirm that this is achalasia?	true
7801	What is the normal cerebrospinal fluid?	What is the normal cerebrospinal fluid?	true
7802	What is the normal cerebrospinal fluid?	How should I treat polymenorrhea in a 14-year-old girl?	false
7803	What are the side effects of ondansetron?	What are the side effects of ondansetron?	true
7804	Do we do a leukapheresis for a white count of 300,000?	Do we do a leukapheresis for a white count of 300,000?	true
7805	How fast should we give intravenous fluids to this leukemic patient?	How fast should we give intravenous fluids to this leukemic patient?	true
7806	How fast should we give intravenous fluids to this leukemic patient?	How should I treat polymenorrhea in a 14-year-old girl?	false
7807	What laboratory studies do we do to work up a new leukemia patient?	What laboratory studies do we do to work up a new leukemia patient?	true
7808	What laboratory studies do we do to work up a new leukemia patient?	How should I treat polymenorrhea in a 14-year-old girl?	false
7809	What are the doses for these medications (half a dozen) that I need to give this leukemia patient?	What are the doses for these medications (half a dozen) that I need to give this leukemia patient?	true
7810	What are the doses for these medications (half a dozen) that I need to give this leukemia patient?	How should I treat polymenorrhea in a 14-year-old girl?	false
7811	What are we going to do for this child with cellulitis?	What are we going to do for this child with cellulitis?	true
7812	What are we going to do for this child with cellulitis?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
7813	When can we use this new gastrostomy tube for this patient with seizures?	When can we use this new gastrostomy tube?	true
7814	When can we use this new gastrostomy tube for this patient with seizures?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	false
7815	How long do we use the oral secretion medication for this seizure patient?	How long do we use the oral secretion medication?	true
7816	How long do we use the oral secretion medication for this seizure patient?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	false
7817	This patient with a gastrostomy tube is bleeding in the mouth.  How should we treat this?	This patient with a gastrostomy tube is bleeding in the mouth.  How should we treat this?	true
7818	This patient with a gastrostomy tube is bleeding in the mouth.  How should we treat this?	How should I treat polymenorrhea in a 14-year-old girl?	false
7819	Is the blood in this patient's mouth coming from the stomach?	Is the blood in this patient's mouth coming from the stomach?	true
7820	Is the blood in this patient's mouth coming from the stomach?	Why did she get Coccidiomycosis?	false
7821	What is Prader-Willi syndrome?	What is Prader-Willi syndrome?	true
7822	What is Kenny syndrome?	What is Kenny syndrome?	true
7823	What is Kenny syndrome?	How should I treat polymenorrhea in a 14-year-old girl?	false
7824	How do I do a paracentesis?	How do I do a paracentesis?	true
7825	How do I do a vecuronium drip?	How do I do a vecuronium drip?	true
7826	How do you manage tumor lysis syndrome?	How do you manage tumor lysis syndrome?	true
7827	What medication (and dose) do you need for a Factor IX deficiency?	What medication do you need for a Factor IX deficiency?	true
7828	What is the differential diagnosis, treatment, et cetera for Chediak-Higashi Syndrome?	What is the differential diagnosis for Chediak-Higashi Syndrome?	true
7829	What are the clinical features of scleroderma?	What are the clinical features of scleroderma?	true
7830	How do you treat scleroderma?	How do you treat scleroderma?	true
7831	What is the significance of the Lachmann test?	What is the significance of the Lachmann test?	true
7832	What is the significance of the Lachmann test?	What organisms can cause pelvic inflammatory disease if you don't think it's sexually transmitted?	false
7833	Can intravenous immunoglobulin cause oxygen desaturation of the blood?	Can intravenous immunoglobulin cause oxygen desaturation?	true
7834	Can intravenous immunoglobulin cause oxygen desaturation of the blood?	How do you inject the bicipital tendon?	false
7835	What are the side effects of the chemotherapy drugs they are using for this neuroblastoma patient?	What are the side effects of the chemotherapy drugs they are using?	true
7836	What are the side effects of the chemotherapy drugs they are using for this neuroblastoma patient?	How should I treat polymenorrhea in a 14-year-old girl?	false
7837	What is Fanconi's Syndrome?	What is Fanconi's Syndrome?	true
7838	What dose of Benadryl and Phenergan does this patient need?	What dose of Benadryl and Phenergan does this patient need?	true
7839	What dose of Benadryl and Phenergan does this patient need?	How should I treat polymenorrhea in a 14-year-old girl?	false
7840	What is the usual presentation of Henoch-Schoenlein Purpura?	What is the usual presentation of Henoch-Schoenlein Purpura?	true
